"class","Alcohol","Malic_acid","Ash","Alcalinity_of_ash","Magnesium","Total_phenols","Flavanoids","Nonflavanoid_phenols","Proanthocyanins","Color_intensity","Hue","Od_Hod_of_diluted_wines","Proline"
2,11.84995,1.321153,2.584266,21.284112,91.402295,2.282454,1.911638,0.27602,1.639539,2.871988,1.255764,3.535341,379.751196
1,14.186234,1.845869,2.924136,18.254629,139.196686,2.472885,3.526969,0.407547,2.544796,5.965436,1.052734,3.120481,1282.267444
1,13.141816,1.761232,2.648103,21.760585,117.715192,3.428828,3.72165,0.283584,3.070487,4.506828,1.023961,2.784659,968.003106
1,12.374677,1.80506,2.056049,19.346793,93.228817,2.620838,0.577042,0.274087,2.885798,5.921121,0.626391,3.096011,318.92087
3,12.044695,2.263427,2.810796,26.834695,88.019589,1.470793,0.644357,0.52595,0.784175,4.499086,0.858364,1.824052,545.630243
1,13.339429,2.675786,2.336881,13.903443,122.645637,2.96251,3.83341,0.405467,3.243918,5.896864,1.090702,3.499894,1308.522616
1,13.589339,1.956305,2.240786,18.601647,104.057569,2.942548,2.707074,0.334894,1.175984,5.976482,1.237651,2.05583,1298.155831
3,13.144271,1.616904,2.327827,18.239498,125.081898,1.790368,0.470265,0.435464,1.419568,10.287579,0.598956,2.352007,713.433045
2,13.083607,1.731509,2.605575,15.835233,104.444238,3.481382,1.411372,0.285018,1.532242,3.776627,1.02551,2.015187,979.42001
2,12.18974,1.559029,1.88667,19.630214,92.472397,2.742559,2.831511,0.407125,2.103597,5.971059,0.833653,3.191025,447.262493
1,13.682374,1.428127,2.9435,13.123642,96.737355,1.326627,1.862457,0.197283,2.570082,5.32422,0.941396,3.897219,948.270117
2,12.452092,1.993209,2.380672,20.959108,87.834945,2.217873,1.280464,0.421434,1.978521,4.050512,1.385531,3.071445,709.769021
3,12.835762,1.366075,2.262591,24.213498,132.127933,1.861844,3.197962,0.541518,1.463857,9.042338,0.721034,1.284617,572.730292
1,12.851989,1.725143,2.367905,14.887172,99.052441,1.902244,2.634566,0.379738,0.973139,5.643833,1.245557,2.978734,1320.121251
2,12.262769,2.709902,2.049237,19.353302,88.818662,2.999513,2.919866,0.32904,1.89529,2.471481,1.351069,2.949941,394.443475
3,12.96971,4.838386,2.38322,21.154496,86.816697,1.872148,0.602283,0.602736,1.481474,8.071381,0.811691,1.217189,701.077467
1,13.717741,1.57353,1.962151,17.942125,81.304061,3.620814,2.589674,0.282797,1.44032,5.094073,0.94437,3.277235,1041.091896
3,11.91918,4.253797,2.202919,19.533667,137.242347,1.356246,0.669703,0.522344,1.236391,2.898389,0.813143,1.914584,520.913681
1,13.72429,1.924914,2.999416,18.222605,96.480929,2.122722,0.714924,0.647191,2.101512,6.204281,1.148144,2.895574,1211.738463
2,12.432659,1.727875,1.721017,16.934119,84.869424,1.893603,1.320606,0.305338,1.135256,2.638693,1.352522,2.895495,498.03883
2,12.008112,2.73092,2.506749,16.934506,98.570148,1.911373,1.511161,0.533171,1.295443,2.618839,1.203913,3.021201,668.565814
3,12.329181,2.978742,1.920626,18.06339,84.48559,1.513021,1.561195,0.587202,1.58486,7.816889,0.743493,1.737929,543.072528
3,12.520583,4.915976,2.345572,21.058531,86.600134,1.507291,2.171761,0.243075,1.524888,9.851246,0.812525,1.749772,564.719016
3,13.646063,2.494852,2.398517,19.861981,99.262565,2.20804,3.557256,0.324677,2.372042,10.546561,0.93227,3.15811,533.412232
1,13.846279,1.986122,2.362408,19.467797,126.890862,2.543699,2.566713,0.326279,1.445357,8.815746,1.035825,3.618593,1310.461531
2,11.646277,1.069981,2.887552,20.136345,87.430221,2.276186,2.311565,0.357349,1.225171,3.56695,1.213053,2.941429,646.859409
3,12.915825,1.094035,2.694704,22.047345,91.708658,1.807559,1.587675,0.287568,1.549957,3.975892,1.037802,1.457875,744.604528
3,13.58891,3.65644,2.803767,25.474748,110.605217,3.171191,2.698202,0.295839,1.821262,8.626764,0.603078,2.66007,820.649913
3,14.060177,2.841372,2.3486,19.475512,100.375036,2.900084,2.41172,0.306325,0.749859,4.819874,0.74887,2.402561,493.47728
2,12.807393,1.722359,2.211638,21.778609,88.741841,2.307062,2.041096,0.273156,2.631201,5.385811,0.869157,2.293189,408.52008
3,13.430635,2.929686,2.747763,20.853283,99.070584,1.705237,2.301664,0.449141,1.232133,5.826913,0.606679,2.263335,526.322817
3,14.316929,3.771465,2.338137,18.957461,89.552168,1.50642,0.878739,0.194703,1.660642,8.687523,0.640666,1.619139,738.112248
1,12.802768,1.569549,2.475111,13.995825,117.705348,3.202806,3.180785,0.271045,2.783763,6.020934,1.06194,3.483247,1325.183321
3,13.008764,4.684938,2.191044,14.277604,104.18467,1.389339,0.733095,0.436583,2.324951,10.141388,0.617132,1.61088,877.807006
2,12.914669,1.275419,2.545294,18.290976,95.211594,1.866358,0.608394,0.33667,1.162443,9.080187,0.812669,3.033579,672.213568
2,12.473905,1.786547,2.295221,14.577118,101.829228,2.710596,3.583117,0.276865,1.619347,2.268365,1.241635,3.225166,398.13875
2,12.328942,2.678563,2.248125,23.512495,78.309201,1.831462,2.329867,0.275836,1.589558,2.241787,1.087471,3.329052,415.565789
3,13.526564,3.291957,2.239864,17.543472,105.756047,1.337822,0.539893,0.432418,1.079138,2.310988,0.757725,2.195584,826.761475
3,14.634569,2.227393,2.255997,27.873036,96.344283,1.5055,0.684112,0.59693,1.200194,4.463229,0.686754,2.623917,584.368929
2,13.617388,1.605391,2.366488,17.374229,95.817564,1.947964,3.190444,0.271733,2.60936,4.587551,0.809192,2.361345,806.469181
1,14.098346,1.155237,2.508016,26.299154,93.64634,2.20143,2.144402,0.325815,1.512147,4.190142,1.073445,3.544869,1045.190293
2,12.138822,1.781634,2.635341,22.380839,85.203796,2.754689,1.996545,0.208537,1.154422,3.469247,1.355776,2.227933,393.057649
1,13.527145,1.505271,2.401745,12.995971,98.562635,3.229805,2.783638,0.284002,1.762243,4.04137,1.053056,3.749387,944.807209
2,12.787086,1.206661,2.348114,16.408663,95.251269,2.490037,0.539901,0.242066,0.724264,4.960834,1.286389,2.821198,954.676913
3,14.067326,2.226931,2.21866,28.599961,90.381523,1.611602,1.356471,0.15188,0.654752,4.396595,0.793818,1.518315,489.442514
1,14.345986,1.257554,2.370015,19.482357,93.42933,3.469444,3.272714,0.349689,2.269729,6.349248,0.838777,3.116541,1537.885357
1,14.357305,1.969592,2.387964,19.282821,105.315841,2.951576,3.460847,0.213278,2.225485,5.789607,0.913225,2.776838,1224.815726
2,11.901156,1.715119,2.372379,20.667015,88.033344,1.468619,1.333268,0.198028,1.245073,3.089424,1.102419,2.983537,608.237794
2,12.414694,0.983166,2.050007,21.383208,80.32073,2.639899,2.811886,0.406962,1.837291,1.88321,1.194376,2.670406,325.749682
2,12.453541,3.420242,2.076752,17.674203,130.686253,3.053204,2.565521,0.28941,1.610781,4.512021,1.207764,2.862704,612.048869
3,13.468965,3.101244,2.617765,25.688387,122.317354,1.846623,0.388777,0.494296,0.545896,5.626603,0.529383,1.72015,582.8924
3,13.417897,3.257523,2.333115,19.238115,91.156957,1.441208,0.739065,0.491795,0.835197,3.974191,0.585734,3.530124,511.120494
2,12.277561,1.74109,2.202773,21.161918,120.367206,2.471968,2.737162,0.200703,2.708315,2.287164,1.062777,3.616157,525.172641
1,13.147776,1.934658,1.569218,19.943844,103.28844,2.591206,2.938904,0.424401,1.3667,3.614764,1.159237,3.307855,828.882594
2,12.683703,1.334458,2.216469,19.061128,114.361919,2.533625,2.372513,0.411959,1.353526,3.064303,0.915111,1.327861,290.293199
1,12.468802,2.689218,2.959387,23.909395,111.418548,2.748019,2.758898,0.308922,1.245942,2.337977,1.36995,3.492111,773.720817
2,11.586479,1.728739,2.168582,19.469572,96.570675,2.413124,2.046409,0.552438,1.8867,5.129358,1.188718,3.569207,545.570187
1,13.747625,3.857459,2.17627,14.886661,102.515506,2.867126,2.779529,0.264944,1.733532,4.60565,1.058774,2.869195,1011.382714
2,11.982016,2.833498,2.352062,19.548549,94.298644,2.438013,1.278187,0.564344,1.185662,2.614827,1.38219,2.628243,719.492341
2,12.264787,3.22024,2.085367,19.437977,87.01317,2.180606,1.735068,0.34699,1.122794,4.129843,0.96523,2.711345,381.672871
2,12.632556,2.408366,2.285694,21.097429,121.893734,1.519704,1.333034,0.292104,1.860977,1.81106,1.002807,2.970272,475.199269
2,12.161206,1.216185,2.311097,19.392807,81.58253,1.1601,1.998599,0.466885,0.984957,2.135867,0.806308,1.899213,541.986927
1,14.251329,1.645992,2.486492,22.048793,93.847294,3.33704,3.221871,0.32414,2.009231,5.998273,0.792422,3.417512,1390.202914
2,11.923547,1.861976,2.251672,21.136965,89.186801,3.168623,3.024939,0.368363,1.801133,2.142647,1.127943,3.344435,469.288955
1,13.845978,5.115697,2.228687,17.413319,92.475913,2.814419,3.287531,0.195119,1.547597,5.05206,1.080849,2.813991,1120.147483
1,14.213679,1.304089,2.561775,14.081974,95.920907,2.723229,2.901256,0.453585,0.24888,7.072688,1.073656,2.77482,1295.254481
3,13.454602,1.52007,2.744087,25.915799,89.49565,1.930399,0.999034,0.269366,0.568191,3.530777,0.601185,1.585379,705.927494
2,12.49735,1.896153,2.356148,18.422113,84.503754,2.138908,1.956447,0.469653,1.56059,2.606307,0.931449,2.07507,568.060018
3,13.428443,2.834347,2.208751,18.908081,97.031383,1.398541,1.110027,0.586857,1.592239,6.753892,0.742912,1.450967,712.73238
3,12.511504,1.528857,1.854296,21.062761,145.609028,2.836369,0.726813,0.411791,1.284962,5.370658,0.605953,1.679632,677.48144
1,14.196069,1.526201,2.489519,14.160257,96.575386,3.112628,4.022328,0.178335,1.926869,5.521196,1.31274,2.701608,1474.628402
1,14.128827,1.727823,2.362677,18.368273,103.873544,3.236994,1.820813,0.285087,1.64257,6.532221,0.823322,2.757298,1590.983241
1,12.694565,1.15071,2.547067,22.88992,82.693039,1.954434,0.531491,0.24014,1.35178,3.214788,0.91325,2.740253,400.083315
2,12.514864,2.704591,2.710272,27.477044,96.361929,2.708392,3.425473,0.270602,2.55803,4.585258,0.797869,1.807611,450.79321
3,13.366622,4.051635,2.214236,20.084026,95.857779,1.540075,0.697615,0.498193,2.792894,9.459143,0.8699,1.392756,533.942757
3,13.118466,4.945274,2.611473,17.908124,126.786819,1.418219,0.642876,0.518443,0.832128,4.282894,0.582806,1.774455,524.138116
2,13.525191,3.149665,2.243905,21.466337,87.292711,1.630345,1.933609,0.42237,1.236867,2.399955,1.038851,1.922815,480.248062
2,12.318635,1.582602,2.765446,23.048602,90.203944,2.054175,1.957931,0.204511,1.045345,4.670401,1.277738,2.812768,307.502466
3,13.164728,3.759994,2.432514,21.301742,85.257087,1.501364,0.660115,0.553433,1.271677,4.364948,0.593121,1.20409,694.935592
3,13.410694,4.351223,2.464903,19.911863,95.819134,2.865018,1.349471,0.345788,1.62389,8.604305,0.586398,1.589547,690.990534
2,11.819759,2.66538,2.770323,23.774777,84.423522,1.679104,2.162083,0.406505,1.169028,1.842017,0.939907,3.395804,402.336047
2,13.295014,1.224947,2.263394,17.705315,87.514166,2.292084,2.113596,0.340844,1.405935,2.90222,0.841989,2.764699,400.055662
2,11.980308,1.59306,2.202791,17.981612,107.24635,2.750018,2.685547,0.267734,0.700279,9.258077,1.318052,2.838846,448.746919
3,13.487101,2.601185,2.56015,20.788194,122.262705,2.839088,1.323631,0.538862,1.405141,8.383721,0.86456,1.540469,660.044666
1,14.311667,2.378797,2.347917,21.220435,94.496363,2.404006,2.951499,0.176065,1.601319,3.343025,1.044699,3.08184,951.550252
2,12.769651,0.968844,2.286664,23.73018,104.911289,2.357306,2.605587,0.345179,2.702876,2.177935,1.249415,2.80223,671.601662
3,13.96172,2.084717,2.270253,19.451733,100.652338,1.589864,0.747509,0.5392,1.31788,3.331223,0.942708,2.097945,525.93195
2,12.658115,3.859998,1.875096,15.787444,81.967384,2.554244,3.295724,0.403817,2.046263,4.772645,0.951934,2.500086,264.508558
3,13.081073,1.812454,2.548452,20.527484,130.454996,1.24324,1.036953,0.508696,0.930212,5.565748,0.82697,2.241592,524.016412
3,13.218666,4.070129,2.528112,20.963999,93.036606,1.577735,0.566698,0.642607,1.24588,9.54108,0.584986,1.871811,703.411004
2,11.746823,5.441607,2.512236,24.358415,84.455689,2.824748,3.691775,0.408794,1.654142,3.509375,0.978603,3.806993,371.860991
2,11.855512,1.960644,2.569652,18.568402,85.638572,2.35527,1.91125,0.308435,1.204183,1.732942,0.986925,1.548653,691.200194
3,13.422229,3.020569,2.194539,18.463604,99.293802,1.368666,0.526184,0.561982,2.745853,6.381173,0.875074,1.569416,509.986979
1,13.678384,1.782373,2.366086,22.521626,90.04317,3.201609,2.606102,0.454827,2.317125,3.441111,1.060818,3.578551,777.117711
3,13.698775,2.305074,2.022233,18.603155,97.900645,2.757339,2.725768,0.450042,1.440749,2.819415,0.9667,3.242102,666.051357
3,13.198643,1.373168,2.374631,16.691864,124.652626,1.696551,0.458485,0.402088,1.771036,9.084908,0.586127,1.406483,652.48432
2,11.706905,0.882924,2.010717,16.085767,80.62092,2.329963,2.087064,0.322852,1.594208,3.627311,1.121137,2.818529,366.875213
2,11.944397,1.556552,2.376783,20.498417,90.259548,1.448519,1.782866,0.401408,1.897527,4.714745,1.006143,2.331402,541.723032
2,11.855701,2.447805,2.857362,21.732203,86.865378,1.536467,1.665053,0.335982,1.091352,2.73454,0.917049,3.224591,697.892305
2,12.134306,1.527877,2.82203,23.166923,84.840513,1.365597,2.117412,0.264103,2.978147,1.50372,1.11726,2.480529,544.46554
2,12.454065,1.945506,2.217588,19.963048,87.660011,2.465379,2.825359,0.304276,1.518654,4.049699,1.138334,1.986891,683.332331
2,13.432298,1.798192,2.203448,21.215992,103.892931,2.905178,2.393133,0.362968,1.705087,3.520535,0.945504,3.176274,768.155856
2,13.179357,1.65756,2.670436,19.503533,79.821356,1.110753,1.763897,0.423294,1.633201,2.553233,1.02252,2.968829,377.851337
3,13.148726,3.949916,1.99742,19.037824,84.941254,1.914154,1.522425,0.339041,2.196214,4.560715,0.665694,1.596268,725.569342
1,13.038213,1.384346,2.603279,17.252925,113.650124,2.783559,2.718571,0.307438,1.852173,5.623516,1.061213,3.354307,778.046083
2,12.292076,1.55539,2.205603,18.177711,87.752348,1.718503,3.130029,0.460224,2.008081,3.808905,1.216791,3.649886,377.81157
2,12.47013,1.550731,2.172971,23.901008,83.152893,2.330087,1.966563,0.20813,1.036746,3.56406,1.10812,1.463251,662.884395
1,14.232712,1.631935,2.52952,17.677355,104.671922,3.001832,3.439035,0.373234,2.733877,6.714293,1.357749,2.782074,1208.989212
1,14.070807,4.715383,2.34751,27.118546,140.148635,2.06755,2.911682,0.421153,1.980379,4.086341,0.881493,3.64324,846.65851
2,12.485871,1.838287,2.276629,25.059588,98.14417,3.526387,2.673435,0.337123,2.521019,2.164838,1.015141,3.265783,672.393338
2,11.579972,0.951373,2.411895,21.113264,107.154936,3.191303,3.692036,0.397763,1.795968,2.345137,1.010659,3.325472,452.441443
3,13.224857,2.565655,2.332082,21.100594,85.587715,1.57566,1.442981,0.329768,1.421119,5.724602,0.852002,2.36134,518.969299
2,12.373416,2.52874,1.860012,16.858067,79.708911,1.419335,1.251569,0.442908,0.887685,3.726047,1.182314,2.260147,405.311001
3,14.089677,2.000793,2.269077,17.857983,97.178166,1.921127,0.600178,0.407876,0.779149,4.636034,0.809104,2.744315,556.458688
2,13.352367,1.429346,2.355167,16.4938,104.969482,2.122227,1.685831,0.333927,1.967764,8.246169,1.001793,2.053759,955.253538
1,13.717934,1.668698,2.328739,19.442557,95.066172,2.879286,3.571844,0.249809,2.297654,6.382051,1.083255,3.525202,1473.773687
3,13.759535,4.427091,2.25304,23.904412,94.558883,1.596922,1.200954,0.268542,1.572385,4.806459,0.570601,1.951754,587.791402
3,13.665619,5.667329,2.190801,22.668623,99.950815,1.427066,1.771973,0.338162,1.735498,4.808692,0.810846,1.576565,510.494285
2,11.457657,1.865743,2.457556,17.980775,86.422219,3.234713,1.352519,0.26758,1.430232,3.944159,0.965675,2.78252,636.273436
1,12.899983,1.936341,2.799508,16.63213,100.978479,2.939364,3.334921,0.208706,1.731657,5.868541,1.15519,2.746166,1067.688764
2,12.579577,1.188857,2.266179,21.485112,85.324808,1.936898,1.981246,0.252752,1.566229,2.49178,0.979924,2.25331,504.132105
2,12.361828,1.742829,2.256698,18.115801,126.236551,1.522094,2.746024,0.203455,0.60047,2.201102,0.972432,3.122984,529.519796
2,12.10611,4.473193,2.323598,19.28443,100.187382,2.423203,2.257288,0.2158,1.642556,2.559023,1.017825,3.350401,374.092968
2,11.665391,2.278481,2.784262,21.535455,79.184739,2.606873,2.124576,0.415264,1.328374,5.309341,1.101339,1.545845,429.853883
2,12.00474,2.503884,1.617216,20.481556,79.068416,2.633607,1.98668,0.434605,1.569962,3.504572,1.311151,2.830319,455.113389
1,13.643741,1.662151,1.980448,13.439925,106.150618,2.815257,2.676012,0.52748,1.663496,5.857568,1.455901,2.751781,1115.231216
2,12.371259,1.129716,2.378828,20.737369,84.660786,1.623446,2.142327,0.232124,1.542514,3.470986,1.21527,2.560861,596.975658
2,12.457099,1.262745,1.911491,21.329377,90.691899,2.840654,2.592367,0.188716,1.815047,2.049463,0.954849,1.301941,341.732441
2,11.753736,1.495225,2.261255,20.708802,79.340026,1.965447,1.744146,0.576731,1.529816,6.311048,0.895061,2.411759,504.778145
2,12.720288,1.738587,2.315632,24.469802,125.456323,1.553919,2.121481,0.282547,2.25963,3.362217,1.204748,2.032649,890.100027
1,14.340415,1.924594,2.524905,14.91331,120.34598,3.247975,2.851522,0.265849,1.259319,10.056588,0.893063,2.10183,1207.292428
2,12.56917,1.302548,2.234275,24.576345,88.449877,2.348446,0.864184,0.429389,1.779709,2.315841,0.654267,3.356975,617.462736
3,13.533922,5.244182,1.945408,16.548718,96.693217,1.787168,1.688112,0.397472,1.30191,5.757554,0.966638,3.658587,547.137798
2,12.102004,0.873256,2.578614,19.332856,85.235586,1.640667,1.572871,0.417523,1.007742,2.715854,1.388585,2.723485,461.043851
2,12.626009,4.614394,2.276008,19.770182,91.143565,2.844253,1.460801,0.329006,1.614128,2.412534,1.250022,2.773896,385.386506
2,11.785576,0.751108,2.698411,22.300824,129.483436,2.540758,0.481887,0.341257,0.964401,3.923806,0.958134,3.17442,698.163897
1,14.048194,4.206167,2.351495,14.79565,120.417164,2.620653,3.26242,0.323384,2.333392,6.370199,1.147626,3.682139,1313.279162
1,13.430015,1.899269,2.44736,13.919937,96.849454,2.025621,3.415196,0.224429,2.425762,3.58235,1.088795,2.906904,969.584561
1,13.570049,1.960092,2.704153,19.41365,106.255287,3.241328,3.718946,0.549519,2.897714,4.867808,1.078795,3.363278,1490.906624
1,14.279678,3.386463,2.575253,16.21848,106.62216,2.039153,2.662458,0.274836,1.909047,4.53455,1.119334,3.693582,890.700319
3,12.782831,5.074958,2.534563,20.693691,124.004997,1.667715,0.399349,0.60446,1.121232,3.603771,0.678577,2.139513,526.232406
3,13.18408,4.098104,2.365455,25.271458,118.337482,1.874103,0.333341,0.546695,1.253254,5.421901,0.905153,1.709269,498.786454
2,12.260503,1.80901,2.296579,20.065966,85.794813,2.23228,1.953498,0.207657,1.384445,3.644788,1.129347,3.026223,710.05604
1,14.408765,2.212994,2.247557,15.641248,98.044605,3.087013,3.555039,0.544244,1.626444,4.026102,1.083996,1.662526,941.723561
2,13.6291,1.336666,2.838927,14.664409,125.442663,1.858077,2.282559,0.245018,1.573225,2.26816,0.852951,1.885097,407.129801
1,13.007937,2.04061,2.823341,19.556146,98.809467,2.55263,1.381105,0.295614,0.838431,4.386579,1.070161,3.553546,1016.734521
2,12.706114,2.109266,2.504593,18.842775,83.099452,2.000602,0.585477,0.566019,0.790501,2.139316,1.089779,3.064251,489.489419
2,12.460616,4.210141,2.241249,21.629678,127.761134,2.149574,2.634098,0.131973,1.613818,2.871725,1.013955,3.001729,495.356853
2,14.407508,1.017727,2.250243,17.089775,87.50553,2.318392,2.217486,0.604643,0.994767,2.641996,1.185815,2.000831,651.145286
2,11.38057,1.033877,2.038941,16.751901,100.845665,1.586667,1.533254,0.197355,1.568328,3.484673,1.210376,2.056712,508.011563
1,14.057203,1.595801,2.463614,20.312761,106.117445,3.294657,1.464272,0.208969,1.412154,4.85576,1.065623,2.957519,1369.405686
2,13.395868,1.91483,2.003677,19.014532,100.423071,2.054407,2.813594,0.295327,1.196189,3.147082,1.206561,1.806811,380.087426
2,12.446035,3.24534,2.312637,22.300242,97.888056,2.77922,2.645945,0.310923,1.954596,2.203186,0.862382,2.885414,388.212409
2,12.121814,1.076452,2.258578,13.943736,97.906456,2.331668,1.948438,0.575652,1.18469,4.063662,1.181776,3.048953,660.824725
2,14.570816,0.906466,2.760729,19.348959,84.334578,1.511574,1.296702,0.537834,1.524835,2.062168,0.993683,2.802345,353.274364
3,13.014221,3.326379,2.642826,19.34917,95.803534,2.571558,3.087015,0.231027,1.565469,3.099853,0.521924,1.407046,514.190398
2,12.16452,1.755038,2.231151,17.000615,81.837569,1.905187,1.609142,0.334869,1.771877,2.118793,1.090179,3.145541,540.039246
1,13.937421,1.625665,2.254043,17.615667,92.703944,2.559514,2.713594,0.296992,1.894849,3.198245,0.959981,2.760639,961.081015
2,12.313576,4.908032,2.575055,21.997893,94.003003,1.712142,2.764787,0.248346,0.761097,2.388832,0.786894,3.584796,522.794739
